"";"DVS";"W";"dW";"LAI";"WRoots";"WLeaves";"WStems";"WStorageOrgans";"FRoot";"FLeaves";"FStems";"FStorageOrgans"
"91";1,46630882352941;1386,29117372343;24,5545616049436;2,15479537225216;144,013513829236;282,437467568148;363,905691074246;595,434501251797;0;0;0;1
"92";1,47930882352941;1410,84573532837;15,7560111580887;2,0901515110846;144,013513829236;282,437467568148;363,905691074246;619,989062856741;0;0;0;1
"93";1,49113235294118;1426,60174648646;18,0975019308692;2,02744696575206;144,013513829236;282,437467568148;363,905691074246;635,745074014829;0;0;0;1
"94";1,50454411764706;1444,69924841733;16,8968432413854;1,9666235567795;144,013513829236;282,437467568148;363,905691074246;653,842575945699;0;0;0;1
"95";1,52360294117647;1461,59609165871;25,7198211355692;1,90762485007611;144,013513829236;282,437467568148;363,905691074246;670,739419187084;0;0;0;1
"96";1,54572058823529;1487,31591279428;24,9869159639574;1,85039610457383;144,013513829236;282,437467568148;363,905691074246;696,459240322653;0;0;0;1
"97";1,56948529411765;1512,30282875824;27,5338475371171;1,79488422143661;144,013513829236;282,437467568148;363,905691074246;721,446156286611;0;0;0;1
"98";1,59442647058824;1539,83667629536;28,883968859868;1,74103769479352;144,013513829236;282,437467568148;363,905691074246;748,980003823728;0;0;0;1
"99";1,61407352941176;1568,72064515522;21,8456426953103;1,68880656394971;144,013513829236;282,437467568148;363,905691074246;777,863972683596;0;0;0;1
"100";1,63172058823529;1590,56628785054;12,2738366115021;1,63814236703122;144,013513829236;282,437467568148;363,905691074246;799,709615378906;0;0;0;1
"101";1,64583823529412;1602,84012446204;16,1100338667417;1,58899809602028;144,013513829236;282,437467568148;363,905691074246;811,983451990408;0;0;0;1
"102";1,66236764705882;1618,95015832878;20,09364887578;1,54132815313967;144,013513829236;282,437467568148;363,905691074246;828,09348585715;0;0;0;1
"103";1,67777941176471;1639,04380720456;20,5100073524786;1,49508830854548;144,013513829236;282,437467568148;363,905691074246;848,18713473293;0;0;0;1
